Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
DRR456177_1	(1.0, 30.23849804362908)	(2.0, 13.804859869346691)	(3.0, 7.108437733384755)	(4.0, 4.331583366473767)	(5.0, 3.0580637749885344)	(6.0, 2.2986796717863203)	(7.0, 1.933963672316338)	(8.0, 1.5366963028728327)	(9.0, 1.2805547201218614)	('>10', 13.258661759423942)	('>50', 3.3103790338813415)	('>100', 5.404888207808099)	('>500', 1.4153903934783443)	('>1k', 2.7443581188743784)	('>5k', 1.5444480074842644)	('>10k+', 6.730537324129515)
DRR456177_2	(1.0, 36.77822822098689)	(2.0, 13.377129098576809)	(3.0, 6.912471062299233)	(4.0, 4.218968839950399)	(5.0, 2.9123976955193496)	(6.0, 2.127474316994402)	(7.0, 1.6583251768663771)	(8.0, 1.318220502042033)	(9.0, 1.1611013869011204)	('>10', 11.113654241302473)	('>50', 2.7885395460529385)	('>100', 4.452985735816922)	('>500', 1.1731533908881269)	('>1k', 2.3812161007445116)	('>5k', 1.370853152502124)	('>10k+', 6.255281532556395)
DRR456178_1	(1.0, 23.301758750702604)	(2.0, 12.770004534162776)	(3.0, 7.812902674534962)	(4.0, 5.269811021090652)	(5.0, 3.711069731372846)	(6.0, 2.996963979217194)	(7.0, 2.345546990018038)	(8.0, 1.9972359978211955)	(9.0, 1.6721487445093335)	('>10', 15.758054610933478)	('>50', 3.8078387912792127)	('>100', 5.793126863372374)	('>500', 1.4555243271219815)	('>1k', 2.635841586218893)	('>5k', 1.6280044889490193)	('>10k+', 7.044166908695508)
DRR456178_2	(1.0, 31.502835475365394)	(2.0, 12.576930659958293)	(3.0, 7.688031996524128)	(4.0, 4.990530217823331)	(5.0, 3.532597281734453)	(6.0, 2.727902086656551)	(7.0, 2.0233729938717677)	(8.0, 1.5872443895752961)	(9.0, 1.3670790310437675)	('>10', 12.513042272213056)	('>50', 3.0931122316925888)	('>100', 4.405726077068267)	('>500', 0.9768587668563814)	('>1k', 2.3713274918699305)	('>5k', 1.4244133081478731)	('>10k+', 7.218995719599008)
DRR456179_1	(1.0, 22.02553774938085)	(2.0, 12.60644004109889)	(3.0, 7.864708572185329)	(4.0, 5.399055325691141)	(5.0, 3.8680514974010394)	(6.0, 3.0300632777576113)	(7.0, 2.334064922752614)	(8.0, 1.9404963317387705)	(9.0, 1.6728718228075576)	('>10', 15.867554673143076)	('>50', 3.9022602269014723)	('>100', 6.176254246256381)	('>500', 1.5944067072602965)	('>1k', 2.8845835614524593)	('>5k', 1.738981914272171)	('>10k+', 7.094669129900345)
DRR456179_2	(1.0, 30.6600237939385)	(2.0, 12.398947701921161)	(3.0, 7.635949060289004)	(4.0, 5.163029954437043)	(5.0, 3.5729218745245936)	(6.0, 2.6358138791508368)	(7.0, 2.114244236617884)	(8.0, 1.6267545717146992)	(9.0, 1.3047863993392899)	('>10', 12.60475512731426)	('>50', 3.1935100996253225)	('>100', 4.845838568309508)	('>500', 1.156340547467845)	('>1k', 2.5446991752309454)	('>5k', 1.4439660001321808)	('>10k+', 7.098419009986892)
DRR456180_1	(1.0, 22.679301398989907)	(2.0, 12.820431784786745)	(3.0, 7.796710622701029)	(4.0, 5.1752781029905455)	(5.0, 3.8623350554727605)	(6.0, 2.9479454287389832)	(7.0, 2.314577818866201)	(8.0, 1.8786187842991284)	(9.0, 1.6427774396242414)	('>10', 15.87702072719461)	('>50', 3.8793535908875008)	('>100', 6.628445174778092)	('>500', 1.7214828235957567)	('>1k', 3.183559315642379)	('>5k', 1.3998309068696368)	('>10k+', 6.192331024562363)
DRR456180_2	(1.0, 30.669221933163804)	(2.0, 12.709298794808646)	(3.0, 7.64089999059287)	(4.0, 4.934852451459178)	(5.0, 3.580996738106453)	(6.0, 2.638212694269345)	(7.0, 2.0231544071932173)	(8.0, 1.582335138247654)	(9.0, 1.4154257145518176)	('>10', 12.63563313156649)	('>50', 3.308209319792552)	('>100', 5.329736709269155)	('>500', 1.3025015822024693)	('>1k', 2.673004167017052)	('>5k', 1.408924104304434)	('>10k+', 6.147593123454685)
DRR456181_1	(1.0, 25.129954220678048)	(2.0, 12.380252034559017)	(3.0, 7.233872687387934)	(4.0, 4.87387252374709)	(5.0, 3.531051957569852)	(6.0, 2.7769367442204667)	(7.0, 2.2606039286013084)	(8.0, 1.8866176994051158)	(9.0, 1.5503814516809802)	('>10', 15.694192067984872)	('>50', 3.670574663030374)	('>100', 5.359483616815976)	('>500', 1.3231922907448945)	('>1k', 2.803099442082612)	('>5k', 1.3540840458639316)	('>10k+', 8.171830625627312)
DRR456181_2	(1.0, 29.594249412346947)	(2.0, 12.669179896391578)	(3.0, 7.510490606913573)	(4.0, 5.024314685490191)	(5.0, 3.580316843056223)	(6.0, 2.751648739730034)	(7.0, 2.1099697685425456)	(8.0, 1.7556306070356897)	(9.0, 1.4230530341612981)	('>10', 13.674366286297799)	('>50', 3.035121757866614)	('>100', 4.1596966412961445)	('>500', 0.9910762820909037)	('>1k', 2.4957709884895967)	('>5k', 1.3513153319200726)	('>10k+', 7.873799118370789)
DRR456182_1	(1.0, 21.098652338506948)	(2.0, 12.21224578289186)	(3.0, 7.560143261602392)	(4.0, 5.303251569667238)	(5.0, 3.875759181148671)	(6.0, 3.0121122321859346)	(7.0, 2.4630507996329163)	(8.0, 2.0431479454905443)	(9.0, 1.764269783144177)	('>10', 17.30343308408675)	('>50', 4.164615631923088)	('>100', 6.269303267176896)	('>500', 1.4342354550572982)	('>1k', 2.8498668199591277)	('>5k', 1.7188842431230023)	('>10k+', 6.927028604402924)
DRR456182_2	(1.0, 28.374999741307754)	(2.0, 12.43478210941147)	(3.0, 7.589478786136447)	(4.0, 5.224153723254429)	(5.0, 3.5878510399290624)	(6.0, 2.7512149754036574)	(7.0, 2.1518254672740285)	(8.0, 1.8441558287935602)	(9.0, 1.49258939844065)	('>10', 14.095421903684574)	('>50', 3.4716754051872285)	('>100', 4.75250168984248)	('>500', 1.1370357772607653)	('>1k', 2.6231352975995033)	('>5k', 1.442452384384076)	('>10k+', 7.026726472090343)
DRR456183_1	(1.0, 22.08322353929826)	(2.0, 12.727447885033296)	(3.0, 7.735872404509424)	(4.0, 5.246522826507267)	(5.0, 3.815571975325009)	(6.0, 2.9136786869755587)	(7.0, 2.3701285111008277)	(8.0, 2.021505150507645)	(9.0, 1.6793199758458253)	('>10', 16.056454412276157)	('>50', 3.8523189072954835)	('>100', 5.551968090257116)	('>500', 1.3539812137621268)	('>1k', 2.67699978779104)	('>5k', 1.7347022046832508)	('>10k+', 8.180304428831823)
DRR456183_2	(1.0, 33.3770499939523)	(2.0, 11.920714284883584)	(3.0, 7.367730516178864)	(4.0, 4.795946464474969)	(5.0, 3.3699375413883006)	(6.0, 2.5320219258154477)	(7.0, 1.9457991459839996)	(8.0, 1.558796519558703)	(9.0, 1.3094851738408622)	('>10', 12.017028798850559)	('>50', 2.988003844341586)	('>100', 3.692852133766781)	('>500', 0.9723955420904923)	('>1k', 2.4270275236924714)	('>5k', 1.5406397615530487)	('>10k+', 8.184570829628028)
DRR456184_1	(1.0, 20.654472465817385)	(2.0, 12.885526811258366)	(3.0, 8.14673235410168)	(4.0, 5.591997260056393)	(5.0, 3.959030343323855)	(6.0, 3.120017471902262)	(7.0, 2.460023570462884)	(8.0, 2.0006909685411784)	(9.0, 1.6681240324230604)	('>10', 16.42053118906503)	('>50', 4.023152486529798)	('>100', 6.1363497707971595)	('>500', 1.5631295269845085)	('>1k', 2.8411489049061003)	('>5k', 1.7680095514370195)	('>10k+', 6.761063292393386)
DRR456184_2	(1.0, 34.17657184622964)	(2.0, 12.174812595330062)	(3.0, 7.41353688715315)	(4.0, 4.904061714691059)	(5.0, 3.372480281148957)	(6.0, 2.5568681639937854)	(7.0, 1.965467617018277)	(8.0, 1.581834278735437)	(9.0, 1.301074652423818)	('>10', 11.858865743441205)	('>50', 2.983320985211252)	('>100', 4.139476620612759)	('>500', 1.0463102101667474)	('>1k', 2.4894652092020775)	('>5k', 1.4515151035415512)	('>10k+', 6.584338091100193)
DRR456185_1	(1.0, 22.237601395019688)	(2.0, 12.336153105026867)	(3.0, 7.589204320847704)	(4.0, 5.147509008547846)	(5.0, 3.8565978641668823)	(6.0, 2.966469248703422)	(7.0, 2.432098532398769)	(8.0, 1.9939013032956012)	(9.0, 1.7601622095786418)	('>10', 16.367702274826254)	('>50', 3.7907628626598773)	('>100', 5.022761072041121)	('>500', 1.2982335605339501)	('>1k', 2.7099111899990365)	('>5k', 1.8982956982781314)	('>10k+', 8.592636354076088)
DRR456185_2	(1.0, 33.134051996591815)	(2.0, 11.79580192679876)	(3.0, 7.342147322839754)	(4.0, 4.83667337410034)	(5.0, 3.5065044949491213)	(6.0, 2.5773186359623192)	(7.0, 2.127164123901248)	(8.0, 1.5605453044509745)	(9.0, 1.3714459304354227)	('>10', 12.116615951266487)	('>50', 2.7091567874407403)	('>100', 3.3657271339834245)	('>500', 0.884557616469126)	('>1k', 2.3380472742089826)	('>5k', 1.6678635107434576)	('>10k+', 8.666378615858152)
DRR456186_1	(1.0, 21.86657423198174)	(2.0, 12.133442649149321)	(3.0, 7.551231818894595)	(4.0, 5.060197027306516)	(5.0, 3.7081011532476427)	(6.0, 2.889874429809531)	(7.0, 2.295892867238722)	(8.0, 1.8973283008767132)	(9.0, 1.6004613171124331)	('>10', 15.88861072337277)	('>50', 3.996716161187374)	('>100', 6.103492915566012)	('>500', 1.525737067150049)	('>1k', 3.010285464025312)	('>5k', 1.8459397447094337)	('>10k+', 8.62611412837194)
DRR456186_2	(1.0, 30.2560401237714)	(2.0, 12.1080852224616)	(3.0, 7.4056914757396415)	(4.0, 4.931881998663031)	(5.0, 3.3918563630675345)	(6.0, 2.515505143364829)	(7.0, 1.9631035619050958)	(8.0, 1.5858220110584458)	(9.0, 1.33062587657603)	('>10', 12.731151387490996)	('>50', 3.28774804980402)	('>100', 4.731104782157368)	('>500', 1.0979771246996257)	('>1k', 2.740914011956407)	('>5k', 1.7191233852758017)	('>10k+', 8.20336948200824)
