Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
DRR456169_1	(1, 36.691918969036294)	(2, 36.518202782032915)	(3, 36.59585340083085)	(4, 36.65101201480268)	(5, 36.66046921050634)	(6, 36.54935894806473)	(7, 36.57892574471927)	(8, 36.622573194208115)	(9, 36.63974088234282)	(10, 36.62510618977099)	(12, 36.65492362681739)	(14, 36.644856850672355)	(16, 36.64052349706525)	(18, 36.63706026543553)	(20, 36.642485620945536)	(22, 36.62218115604816)	(24, 36.60604955192608)	(26, 36.576864515100894)	(28, 36.563116587858275)	(30, 36.57318423624696)	(32, 36.55850510639722)	(34, 36.54363662895274)	(36, 36.553573440793755)	(38, 36.54853927477419)	(40, 36.537361825997294)	(42, 36.512702036382464)	(44, 36.500697700624286)	(46, 36.494757297025366)	(48, 36.5041366037284)	(50, 36.49750146984842)	(52, 36.47787749644384)	(54, 36.48028738778114)	(56, 36.458615810618454)	(58, 36.44338049578329)	(60, 36.44454279580965)	(62, 36.42221043514586)	(64, 36.41906729336194)	(66, 36.40759233877755)	(68, 36.37856058109344)	(70, 36.379808408145905)	(72, 36.38659616109067)	(74, 36.3911867558524)	(76, 36.405452842972096)	(78, 36.378442946071296)	(80, 36.385525564518446)	(82, 36.36566528380686)	(84, 36.3584962896641)	(86, 36.34805091262618)	(88, 36.35106604676075)	(90, 36.32675100555548)	(92, 36.33663692080074)	(94, 36.31219769095889)	(96, 36.2927729662932)	(98, 36.306824245733196)	(100, 36.20249959098845)
DRR456169_2	(1, 36.30494001085354)	(2, 36.046110901301155)	(3, 35.897950510309684)	(4, 35.87327638760999)	(5, 35.82377660755684)	(6, 35.639688783465274)	(7, 35.5674622000248)	(8, 35.59885434332547)	(9, 35.54197528768717)	(10, 35.44932750014498)	(12, 35.369516404545664)	(14, 35.30583040660227)	(16, 35.22889012417449)	(18, 35.16819085351163)	(20, 35.13742389674144)	(22, 35.10292074322703)	(24, 35.00384551009044)	(26, 34.97970494118956)	(28, 34.97669475762706)	(30, 34.949938754351194)	(32, 34.939862902157365)	(34, 34.93251865776318)	(36, 34.93190014271792)	(38, 34.93377739964836)	(40, 34.92907197518868)	(42, 34.90764358898559)	(44, 34.921217680425954)	(46, 34.88722313925676)	(48, 34.86384856530064)	(50, 34.86795263669826)	(52, 34.85927888081238)	(54, 34.84002799194896)	(56, 34.82587128889794)	(58, 34.817266345963894)	(60, 34.82901143676446)	(62, 34.80172883406484)	(64, 34.79413326562837)	(66, 34.7807645050583)	(68, 34.78829364153238)	(70, 34.79169680622093)	(72, 34.785998957079485)	(74, 34.742140731091055)	(76, 34.75523301399786)	(78, 34.69018129466418)	(80, 34.69726869866433)	(82, 34.71252280209923)	(84, 34.667566774966325)	(86, 34.66877846284265)	(88, 34.67366194287794)	(90, 34.64916717233224)	(92, 34.66354278496554)	(94, 34.640395065081165)	(96, 34.62312728109396)	(98, 34.62618176048944)	(100, 34.533764268845296)
DRR456170_1	(1, 36.67850576116115)	(2, 36.51978866213438)	(3, 36.59824625847106)	(4, 36.65065965899429)	(5, 36.65641677279941)	(6, 36.56697033682459)	(7, 36.58331166938719)	(8, 36.627699255973035)	(9, 36.63927406594593)	(10, 36.632275894181326)	(12, 36.65292509284822)	(14, 36.63655958982588)	(16, 36.63747377853048)	(18, 36.63048800442237)	(20, 36.63308512174144)	(22, 36.61713355559363)	(24, 36.60201395314345)	(26, 36.57160670532293)	(28, 36.567577296547995)	(30, 36.56691168582651)	(32, 36.56082707791326)	(34, 36.53827227565617)	(36, 36.548661994638934)	(38, 36.54609731288393)	(40, 36.54158556000499)	(42, 36.51489978191769)	(44, 36.5031009620553)	(46, 36.49979543156725)	(48, 36.48659537829567)	(50, 36.4849528663254)	(52, 36.47192956131582)	(54, 36.469995498500396)	(56, 36.4506038311968)	(58, 36.439583592682936)	(60, 36.441503511093)	(62, 36.418538293861495)	(64, 36.42255044816605)	(66, 36.407175877188166)	(68, 36.38682889447527)	(70, 36.38721718396421)	(72, 36.383627061224004)	(74, 36.39090760985197)	(76, 36.39755501172495)	(78, 36.37571019897116)	(80, 36.3820465375362)	(82, 36.36821964284695)	(84, 36.36250967705965)	(86, 36.345372082641845)	(88, 36.33875015773994)	(90, 36.33092397021416)	(92, 36.32656605904516)	(94, 36.320256347749236)	(96, 36.298800875373956)	(98, 36.29421651170732)	(100, 36.19588594065138)
DRR456170_2	(1, 36.35788239733583)	(2, 36.07354017168752)	(3, 35.95265654512334)	(4, 35.90836637883938)	(5, 35.87255734569384)	(6, 35.72884268913321)	(7, 35.7104424083128)	(8, 35.724836868568396)	(9, 35.67167500746345)	(10, 35.5863655260283)	(12, 35.51596838038067)	(14, 35.45089089445953)	(16, 35.385759642756625)	(18, 35.32403057497831)	(20, 35.29165762404608)	(22, 35.251231820072256)	(24, 35.14322512664426)	(26, 35.10649913555813)	(28, 35.092544202757836)	(30, 35.06525957383816)	(32, 35.04400760480486)	(34, 35.03320340930157)	(36, 35.023728830504496)	(38, 35.02462812213961)	(40, 35.01334936479549)	(42, 34.98778529769727)	(44, 34.992739006438455)	(46, 34.96773668241041)	(48, 34.94727908647137)	(50, 34.93862221335688)	(52, 34.93480008544584)	(54, 34.91650637050668)	(56, 34.89249614302231)	(58, 34.88920417468999)	(60, 34.88793805159453)	(62, 34.859621619547475)	(64, 34.8593691930364)	(66, 34.83378318506844)	(68, 34.844469425319915)	(70, 34.84317495660891)	(72, 34.83280318795583)	(74, 34.794805606308316)	(76, 34.78965894572431)	(78, 34.749419120799104)	(80, 34.75144539207226)	(82, 34.7528702562952)	(84, 34.73047011941826)	(86, 34.70518610018494)	(88, 34.7112056239519)	(90, 34.69700525163593)	(92, 34.69101502496558)	(94, 34.67014658801582)	(96, 34.64437891816715)	(98, 34.641845024635835)	(100, 34.552727559695)
DRR456171_1	(1, 36.6622966217834)	(2, 36.46355643405731)	(3, 36.55782225466063)	(4, 36.6097272373423)	(5, 36.61841300919323)	(6, 36.496394873115506)	(7, 36.541440149252146)	(8, 36.58487499284268)	(9, 36.601668584557345)	(10, 36.588199558327915)	(12, 36.62263938318972)	(14, 36.61236436277977)	(16, 36.61404730974321)	(18, 36.60496499837805)	(20, 36.59938228729858)	(22, 36.59102132721781)	(24, 36.57848476166132)	(26, 36.547697292175116)	(28, 36.540303013054114)	(30, 36.539305722075866)	(32, 36.535198669555704)	(34, 36.51206477231625)	(36, 36.52471654336219)	(38, 36.520109840939725)	(40, 36.516198220533845)	(42, 36.490177541478616)	(44, 36.48177620820229)	(46, 36.47281939931765)	(48, 36.45695548682404)	(50, 36.46361329929586)	(52, 36.44507843441457)	(54, 36.43376055216821)	(56, 36.41054155373925)	(58, 36.40108484209304)	(60, 36.40466042658706)	(62, 36.373953225868895)	(64, 36.3859951144219)	(66, 36.36784889422678)	(68, 36.348868575611746)	(70, 36.347221731331864)	(72, 36.33745948141038)	(74, 36.3491576499395)	(76, 36.35510969006703)	(78, 36.33320849577902)	(80, 36.33614982495677)	(82, 36.320500098306056)	(84, 36.31567443381019)	(86, 36.29689190732921)	(88, 36.29175160162461)	(90, 36.27630494905701)	(92, 36.271420579069066)	(94, 36.263250654160956)	(96, 36.241749441082696)	(98, 36.235943146224415)	(100, 36.12716675804251)
DRR456171_2	(1, 36.3649781830219)	(2, 36.034627305957066)	(3, 35.88156768921641)	(4, 35.82909776275182)	(5, 35.76461477369012)	(6, 35.59554093367215)	(7, 35.57283023855136)	(8, 35.577368275636374)	(9, 35.525851375731385)	(10, 35.42178061413446)	(12, 35.33037221557702)	(14, 35.25750306479473)	(16, 35.16956435889135)	(18, 35.089188729714294)	(20, 35.048893105769736)	(22, 34.99359234962502)	(24, 34.86765039970587)	(26, 34.82674145157287)	(28, 34.80219017983407)	(30, 34.778032961160086)	(32, 34.74937363951181)	(34, 34.735911482625674)	(36, 34.7389461871099)	(38, 34.737055151021316)	(40, 34.72885132892433)	(42, 34.70833902032545)	(44, 34.71295763522871)	(46, 34.68156625353771)	(48, 34.65932024350235)	(50, 34.65057000658726)	(52, 34.642774327435106)	(54, 34.623070873473104)	(56, 34.60937195603103)	(58, 34.60302117089459)	(60, 34.60615005140629)	(62, 34.579016875883354)	(64, 34.57775239695128)	(66, 34.55082763365144)	(68, 34.5589776529165)	(70, 34.56494239219809)	(72, 34.55227178313711)	(74, 34.515913037429186)	(76, 34.517407660433165)	(78, 34.47436217796336)	(80, 34.48347042145065)	(82, 34.48559210732965)	(84, 34.46024000221168)	(86, 34.437136841420326)	(88, 34.442489829859994)	(90, 34.432195690480256)	(92, 34.42829741542434)	(94, 34.40546005186087)	(96, 34.38374542556523)	(98, 34.389939732961516)	(100, 34.307384583373064)
DRR456172_1	(1, 36.67255570116692)	(2, 36.49802241010572)	(3, 36.59031064369557)	(4, 36.642851134713084)	(5, 36.6537154200274)	(6, 36.560310459721265)	(7, 36.58269927584018)	(8, 36.61629161839573)	(9, 36.62821534934324)	(10, 36.61552793756957)	(12, 36.643670717484525)	(14, 36.63195567820628)	(16, 36.63519485784584)	(18, 36.6237437025287)	(20, 36.62287251590166)	(22, 36.60627757823722)	(24, 36.594203266864156)	(26, 36.563278337512834)	(28, 36.556614075812575)	(30, 36.554517049905854)	(32, 36.547421653658006)	(34, 36.52521982452493)	(36, 36.5329941582668)	(38, 36.53135542119391)	(40, 36.52610071867541)	(42, 36.50323461375612)	(44, 36.493838454116656)	(46, 36.482898035039256)	(48, 36.46868711784326)	(50, 36.47078074276935)	(52, 36.45350874216713)	(54, 36.44792522909287)	(56, 36.42950704446187)	(58, 36.41328150149599)	(60, 36.41365724290642)	(62, 36.3917104739304)	(64, 36.39631969978393)	(66, 36.38267488518544)	(68, 36.360901887573704)	(70, 36.36010589743162)	(72, 36.35281467700418)	(74, 36.36030980898245)	(76, 36.36249364023318)	(78, 36.33900720448203)	(80, 36.34005644717335)	(82, 36.32515853189146)	(84, 36.32194176658877)	(86, 36.303981281645356)	(88, 36.292702210591884)	(90, 36.2814541902237)	(92, 36.27612131870961)	(94, 36.2699655303919)	(96, 36.24857555818059)	(98, 36.24181610919194)	(100, 36.136388682382716)
DRR456172_2	(1, 36.380369930821644)	(2, 36.07219598989036)	(3, 35.96899824062184)	(4, 35.917566576405)	(5, 35.873487136031805)	(6, 35.74038266280769)	(7, 35.70667980177157)	(8, 35.72005797413332)	(9, 35.67490328829569)	(10, 35.57028901720791)	(12, 35.488621055267515)	(14, 35.42456215253259)	(16, 35.35602924639813)	(18, 35.28965706091378)	(20, 35.25827531559426)	(22, 35.212384223723895)	(24, 35.11235272046716)	(26, 35.074344592873295)	(28, 35.06312781064604)	(30, 35.03884472865812)	(32, 35.01616562411436)	(34, 35.004626552109144)	(36, 34.999932154453475)	(38, 35.00251347196712)	(40, 34.988980956677636)	(42, 34.96515269559448)	(44, 34.96939861905726)	(46, 34.942133894679024)	(48, 34.9212356453512)	(50, 34.91528000608213)	(52, 34.90637700202272)	(54, 34.89073567790153)	(56, 34.86691287981087)	(58, 34.86282456635957)	(60, 34.85923346556364)	(62, 34.8316916817718)	(64, 34.8341930762408)	(66, 34.80917453888795)	(68, 34.8130877553959)	(70, 34.81082937036521)	(72, 34.802512031236745)	(74, 34.76207612567571)	(76, 34.76316735842702)	(78, 34.71871622032902)	(80, 34.71738468285628)	(82, 34.71934214805026)	(84, 34.687719910553675)	(86, 34.6625746398087)	(88, 34.666000525250666)	(90, 34.65223572566255)	(92, 34.64185764668048)	(94, 34.62415886317911)	(96, 34.59737472146438)	(98, 34.591626220660814)	(100, 34.49926801256413)
DRR456173_1	(1, 36.666162829000086)	(2, 36.48830022861135)	(3, 36.579120455109106)	(4, 36.630944898833704)	(5, 36.646768880456406)	(6, 36.557053284265635)	(7, 36.57173697146685)	(8, 36.60399901934625)	(9, 36.61337255510735)	(10, 36.607599221450194)	(12, 36.63410524808384)	(14, 36.623088728925495)	(16, 36.62591825522399)	(18, 36.61412095451611)	(20, 36.61454200439544)	(22, 36.596160189199225)	(24, 36.58412871966595)	(26, 36.554589123692224)	(28, 36.546500644743745)	(30, 36.546021025308285)	(32, 36.53896900733751)	(34, 36.51657186138562)	(36, 36.52636494278809)	(38, 36.52343966490611)	(40, 36.51963656845142)	(42, 36.49640853615111)	(44, 36.48796798347111)	(46, 36.474272115662004)	(48, 36.46231313672342)	(50, 36.46302900356761)	(52, 36.449255790577695)	(54, 36.44216203684103)	(56, 36.41838703626942)	(58, 36.40503632269722)	(60, 36.40515355753371)	(62, 36.384457061992435)	(64, 36.38775526781398)	(66, 36.373962390331485)	(68, 36.352442762104715)	(70, 36.35348571865543)	(72, 36.348652191849744)	(74, 36.35724110341707)	(76, 36.358790714661815)	(78, 36.33520716255758)	(80, 36.33766675571756)	(82, 36.324464264283776)	(84, 36.31960840638186)	(86, 36.30046678691818)	(88, 36.29088053823494)	(90, 36.28054382523446)	(92, 36.27503437593981)	(94, 36.268012538452425)	(96, 36.24920655550184)	(98, 36.24611129873061)	(100, 36.14343406695292)
DRR456173_2	(1, 36.30072219284856)	(2, 35.964021937368784)	(3, 35.864092319295345)	(4, 35.80646239224596)	(5, 35.75963595691031)	(6, 35.601437384153165)	(7, 35.56582167877113)	(8, 35.59455628863909)	(9, 35.54352258178432)	(10, 35.44536806022553)	(12, 35.371689062855374)	(14, 35.30069093204881)	(16, 35.22521504038851)	(18, 35.15422134024648)	(20, 35.11785801492445)	(22, 35.07188642434542)	(24, 34.95352403843366)	(26, 34.90517659972425)	(28, 34.88821745176401)	(30, 34.859146070367046)	(32, 34.832681970947746)	(34, 34.816188056438136)	(36, 34.80913360433684)	(38, 34.808283873989275)	(40, 34.79196456048191)	(42, 34.76736090256903)	(44, 34.770823001953545)	(46, 34.740654183242)	(48, 34.715742607819124)	(50, 34.70559639971858)	(52, 34.698305358336285)	(54, 34.68471362481855)	(56, 34.65507247910777)	(58, 34.64785500863651)	(60, 34.64530710303352)	(62, 34.61595693164338)	(64, 34.619152890308456)	(66, 34.590786011921665)	(68, 34.594779449177594)	(70, 34.591706523502594)	(72, 34.586774605859574)	(74, 34.54061226423258)	(76, 34.54182013996305)	(78, 34.49494766127099)	(80, 34.49482260439712)	(82, 34.49735589154214)	(84, 34.46665941350473)	(86, 34.4393585201843)	(88, 34.444073253215976)	(90, 34.42683754426972)	(92, 34.417895287206065)	(94, 34.3994737054282)	(96, 34.37545665929426)	(98, 34.36905332343052)	(100, 34.27509334206776)
