Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
DRR456174_1	(0.0, 17168.0)	(1.0, 11421.5)	(2.0, 5441.0)	(3.0, 5279.5)	(4.0, 5455.0)	(5.0, 5053.5)	(6.0, 4061.5)	(7.0, 3383.5)	(8.0, 3017.0)	(9.0, 2643.5)	(10.0, 2372.5)	(11.0, 2223.5)	(12.0, 2186.0)	(13.0, 2203.5)	(14.0, 2357.5)	(15.0, 2715.0)	(16.0, 3366.0)	(17.0, 4524.5)	(18.0, 6362.0)	(19.0, 9339.5)	(20.0, 14354.0)	(21.0, 21981.5)	(22.0, 34012.0)	(23.0, 50812.0)	(24.0, 77526.5)	(25.0, 110048.0)	(26.0, 147986.0)	(27.0, 198700.0)	(28.0, 259846.5)	(29.0, 327270.5)	(30.0, 401781.0)	(31.0, 477927.0)	(32.0, 549315.5)	(33.0, 617309.0)	(34.0, 690921.5)	(35.0, 766151.5)	(36.0, 839525.5)	(37.0, 917464.5)	(38.0, 985448.0)	(39.0, 1040423.5)	(40.0, 1099387.5)	(41.0, 1219757.0)	(42.0, 1254923.0)	(43.0, 1222179.0)	(44.0, 1234230.0)	(45.0, 1275067.5)	(46.0, 1348367.0)	(47.0, 1372338.0)	(48.0, 1280888.5)	(49.0, 1302264.0)	(50.0, 1346504.0)	(51.0, 1341902.5)	(52.0, 1351695.5)	(53.0, 1270835.0)	(54.0, 1173543.0)	(55.0, 1126198.5)	(56.0, 1067032.5)	(57.0, 1024640.5)	(58.0, 1031585.0)	(59.0, 1007406.0)	(60.0, 1022669.0)	(61.0, 1083403.0)	(62.0, 1052765.0)	(63.0, 997866.0)	(64.0, 890723.0)	(65.0, 666832.5)	(66.0, 527524.5)	(67.0, 453032.5)	(68.0, 410070.5)	(69.0, 322320.5)	(70.0, 226475.5)	(71.0, 173902.0)	(72.0, 147919.0)	(73.0, 115088.0)	(74.0, 75149.0)	(75.0, 74268.0)	(76.0, 66654.5)	(77.0, 49195.5)	(78.0, 45824.0)	(79.0, 41765.5)	(80.0, 40362.0)	(81.0, 45268.0)	(82.0, 67815.0)	(83.0, 63399.5)	(84.0, 37237.0)	(85.0, 22678.0)	(86.0, 8204.0)	(87.0, 4085.5)	(88.0, 1420.0)	(89.0, 515.0)	(90.0, 278.0)	(91.0, 129.0)	(92.0, 87.5)	(93.0, 65.5)	(94.0, 44.0)	(95.0, 46.0)	(96.0, 70.5)	(97.0, 113.0)	(98.0, 205.0)	(99.0, 160.0)	(100.0, 32.5)
DRR456174_2	(0.0, 5451.0)	(1.0, 5013.0)	(2.0, 6638.0)	(3.0, 11218.5)	(4.0, 15659.5)	(5.0, 18821.5)	(6.0, 20684.5)	(7.0, 22082.5)	(8.0, 23726.0)	(9.0, 25426.0)	(10.0, 27261.5)	(11.0, 29211.0)	(12.0, 31361.0)	(13.0, 33832.5)	(14.0, 36655.0)	(15.0, 39699.5)	(16.0, 43000.5)	(17.0, 46826.0)	(18.0, 51586.0)	(19.0, 57774.5)	(20.0, 65707.5)	(21.0, 76485.5)	(22.0, 91426.0)	(23.0, 112051.5)	(24.0, 138770.0)	(25.0, 172695.0)	(26.0, 214952.0)	(27.0, 264162.5)	(28.0, 319725.0)	(29.0, 381728.5)	(30.0, 446725.0)	(31.0, 510526.0)	(32.0, 572729.0)	(33.0, 636892.0)	(34.0, 699379.0)	(35.0, 766801.5)	(36.0, 836135.0)	(37.0, 900856.0)	(38.0, 960457.0)	(39.0, 1012649.0)	(40.0, 1060133.0)	(41.0, 1165599.5)	(42.0, 1191131.0)	(43.0, 1146884.5)	(44.0, 1167561.5)	(45.0, 1209235.0)	(46.0, 1260255.0)	(47.0, 1281122.5)	(48.0, 1213261.5)	(49.0, 1225234.0)	(50.0, 1229381.5)	(51.0, 1171340.5)	(52.0, 1157380.5)	(53.0, 1151887.5)	(54.0, 1123154.0)	(55.0, 1076041.5)	(56.0, 1016110.0)	(57.0, 930572.5)	(58.0, 907831.0)	(59.0, 921102.5)	(60.0, 943686.5)	(61.0, 994231.0)	(62.0, 1022583.5)	(63.0, 999830.0)	(64.0, 994001.0)	(65.0, 848508.0)	(66.0, 629234.0)	(67.0, 489767.5)	(68.0, 399745.5)	(69.0, 320544.5)	(70.0, 242686.5)	(71.0, 193640.5)	(72.0, 161745.5)	(73.0, 136983.0)	(74.0, 108806.0)	(75.0, 85125.0)	(76.0, 69768.0)	(77.0, 61848.5)	(78.0, 59256.5)	(79.0, 54049.0)	(80.0, 54038.5)	(81.0, 57669.0)	(82.0, 76128.0)	(83.0, 68925.5)	(84.0, 33914.5)	(85.0, 20473.0)	(86.0, 14110.0)	(87.0, 9083.5)	(88.0, 5954.0)	(89.0, 5228.5)	(90.0, 4964.5)	(91.0, 4913.5)	(92.0, 4956.0)	(93.0, 5065.5)	(94.0, 5273.0)	(95.0, 5529.0)	(96.0, 6134.5)	(97.0, 7143.5)	(98.0, 9123.5)	(99.0, 13950.5)	(100.0, 75993.0)
DRR456175_1	(0.0, 23304.0)	(1.0, 15394.0)	(2.0, 7328.0)	(3.0, 7218.0)	(4.0, 7350.5)	(5.0, 6902.5)	(6.0, 5786.0)	(7.0, 4949.0)	(8.0, 4367.0)	(9.0, 3796.0)	(10.0, 3358.0)	(11.0, 3085.5)	(12.0, 2902.0)	(13.0, 2864.0)	(14.0, 2954.5)	(15.0, 3143.0)	(16.0, 3585.0)	(17.0, 4376.0)	(18.0, 5774.0)	(19.0, 8001.0)	(20.0, 12134.0)	(21.0, 18863.5)	(22.0, 29132.0)	(23.0, 44076.5)	(24.0, 68195.5)	(25.0, 97656.0)	(26.0, 134247.5)	(27.0, 181635.0)	(28.0, 237863.0)	(29.0, 303523.5)	(30.0, 377540.5)	(31.0, 452675.0)	(32.0, 523740.5)	(33.0, 592113.5)	(34.0, 666159.0)	(35.0, 743401.0)	(36.0, 819331.0)	(37.0, 902975.0)	(38.0, 975251.5)	(39.0, 1029654.0)	(40.0, 1093959.0)	(41.0, 1251551.0)	(42.0, 1299171.5)	(43.0, 1257567.0)	(44.0, 1286531.5)	(45.0, 1357050.5)	(46.0, 1453058.5)	(47.0, 1494655.5)	(48.0, 1399504.0)	(49.0, 1440433.0)	(50.0, 1500420.5)	(51.0, 1495902.0)	(52.0, 1519232.0)	(53.0, 1426298.5)	(54.0, 1323157.0)	(55.0, 1272794.5)	(56.0, 1204157.0)	(57.0, 1164722.5)	(58.0, 1183692.0)	(59.0, 1155362.0)	(60.0, 1185912.0)	(61.0, 1271307.5)	(62.0, 1242861.0)	(63.0, 1182598.5)	(64.0, 1050316.0)	(65.0, 794845.5)	(66.0, 640559.5)	(67.0, 543996.5)	(68.0, 485855.0)	(69.0, 383294.0)	(70.0, 269161.5)	(71.0, 207325.0)	(72.0, 179996.0)	(73.0, 140420.5)	(74.0, 90691.5)	(75.0, 89626.0)	(76.0, 79216.0)	(77.0, 56508.5)	(78.0, 52341.0)	(79.0, 46645.5)	(80.0, 41780.0)	(81.0, 44632.0)	(82.0, 69009.5)	(83.0, 64311.5)	(84.0, 34249.0)	(85.0, 19810.5)	(86.0, 7363.5)	(87.0, 3778.5)	(88.0, 1113.0)	(89.0, 357.0)	(90.0, 196.0)	(91.0, 94.5)	(92.0, 61.0)	(93.0, 47.5)	(94.0, 38.0)	(95.0, 31.5)	(96.0, 30.0)	(97.0, 31.5)	(98.0, 49.5)	(99.0, 48.0)	(100.0, 25.5)
DRR456175_2	(0.0, 6586.0)	(1.0, 6293.5)	(2.0, 8893.5)	(3.0, 15136.5)	(4.0, 21423.0)	(5.0, 26336.0)	(6.0, 30035.5)	(7.0, 33275.5)	(8.0, 36384.0)	(9.0, 39963.5)	(10.0, 43809.0)	(11.0, 47982.5)	(12.0, 52208.0)	(13.0, 56283.0)	(14.0, 60949.0)	(15.0, 66106.0)	(16.0, 71463.5)	(17.0, 77229.0)	(18.0, 83897.5)	(19.0, 91290.0)	(20.0, 100330.0)	(21.0, 112022.0)	(22.0, 127231.0)	(23.0, 148233.5)	(24.0, 174345.0)	(25.0, 205009.5)	(26.0, 242964.0)	(27.0, 287085.0)	(28.0, 338722.0)	(29.0, 396457.5)	(30.0, 455185.5)	(31.0, 514300.0)	(32.0, 572686.5)	(33.0, 633812.5)	(34.0, 694648.5)	(35.0, 760343.0)	(36.0, 827877.0)	(37.0, 892523.5)	(38.0, 952553.5)	(39.0, 1003879.0)	(40.0, 1052396.0)	(41.0, 1187400.5)	(42.0, 1218459.0)	(43.0, 1159744.0)	(44.0, 1195577.5)	(45.0, 1259206.5)	(46.0, 1326951.0)	(47.0, 1366188.5)	(48.0, 1297697.0)	(49.0, 1321316.0)	(50.0, 1332296.0)	(51.0, 1268175.5)	(52.0, 1267220.5)	(53.0, 1262818.0)	(54.0, 1231374.0)	(55.0, 1181194.0)	(56.0, 1111863.0)	(57.0, 1021312.5)	(58.0, 1002764.0)	(59.0, 1013327.0)	(60.0, 1039065.0)	(61.0, 1110569.0)	(62.0, 1145167.0)	(63.0, 1114622.5)	(64.0, 1118514.0)	(65.0, 958789.5)	(66.0, 705960.5)	(67.0, 547479.0)	(68.0, 450903.5)	(69.0, 366799.5)	(70.0, 281584.0)	(71.0, 226683.0)	(72.0, 190426.0)	(73.0, 161425.5)	(74.0, 129714.0)	(75.0, 102790.0)	(76.0, 84122.0)	(77.0, 74044.5)	(78.0, 70977.0)	(79.0, 64053.5)	(80.0, 59750.0)	(81.0, 58879.5)	(82.0, 77058.0)	(83.0, 71097.5)	(84.0, 35443.0)	(85.0, 21837.0)	(86.0, 16540.5)	(87.0, 12654.0)	(88.0, 10039.0)	(89.0, 9399.0)	(90.0, 9248.5)	(91.0, 9409.5)	(92.0, 9692.0)	(93.0, 10214.0)	(94.0, 10912.0)	(95.0, 11846.0)	(96.0, 13554.5)	(97.0, 16183.0)	(98.0, 20960.0)	(99.0, 32708.5)	(100.0, 177231.5)
DRR456176_1	(0.0, 16285.0)	(1.0, 11196.0)	(2.0, 6040.5)	(3.0, 6025.5)	(4.0, 6037.5)	(5.0, 5649.0)	(6.0, 4797.5)	(7.0, 4076.5)	(8.0, 3638.5)	(9.0, 3253.0)	(10.0, 2955.0)	(11.0, 2698.5)	(12.0, 2625.5)	(13.0, 2694.0)	(14.0, 2779.5)	(15.0, 3037.0)	(16.0, 3652.0)	(17.0, 4654.5)	(18.0, 6362.0)	(19.0, 9301.5)	(20.0, 13881.5)	(21.0, 20927.5)	(22.0, 31639.5)	(23.0, 46344.0)	(24.0, 69511.5)	(25.0, 96954.5)	(26.0, 130250.0)	(27.0, 173597.5)	(28.0, 224844.5)	(29.0, 282255.0)	(30.0, 345570.0)	(31.0, 412050.0)	(32.0, 475912.5)	(33.0, 536611.0)	(34.0, 602439.5)	(35.0, 671130.0)	(36.0, 736585.0)	(37.0, 808696.5)	(38.0, 875198.0)	(39.0, 926166.5)	(40.0, 982979.5)	(41.0, 1119398.5)	(42.0, 1157746.5)	(43.0, 1115633.0)	(44.0, 1134997.0)	(45.0, 1187891.0)	(46.0, 1262306.0)	(47.0, 1298349.0)	(48.0, 1216466.0)	(49.0, 1249444.5)	(50.0, 1298067.0)	(51.0, 1285457.5)	(52.0, 1305819.0)	(53.0, 1231543.5)	(54.0, 1139280.0)	(55.0, 1091492.0)	(56.0, 1034835.5)	(57.0, 1000564.5)	(58.0, 1016735.0)	(59.0, 996410.5)	(60.0, 1026114.5)	(61.0, 1104423.0)	(62.0, 1075008.5)	(63.0, 1017525.0)	(64.0, 905459.5)	(65.0, 672538.0)	(66.0, 532885.5)	(67.0, 462018.0)	(68.0, 422839.0)	(69.0, 338064.0)	(70.0, 237271.5)	(71.0, 183030.5)	(72.0, 159692.5)	(73.0, 123471.5)	(74.0, 77316.0)	(75.0, 74108.0)	(76.0, 64792.0)	(77.0, 46375.0)	(78.0, 41694.5)	(79.0, 36495.5)	(80.0, 32566.0)	(81.0, 33872.5)	(82.0, 50837.0)	(83.0, 46404.0)	(84.0, 23560.0)	(85.0, 13234.5)	(86.0, 4931.5)	(87.0, 2579.5)	(88.0, 775.5)	(89.0, 290.5)	(90.0, 149.0)	(91.0, 92.5)	(92.0, 61.0)	(93.0, 44.5)	(94.0, 38.5)	(95.0, 48.5)	(96.0, 91.0)	(97.0, 189.5)	(98.0, 391.0)	(99.0, 300.5)	(100.0, 52.0)
DRR456176_2	(0.0, 5036.0)	(1.0, 4668.5)	(2.0, 6470.5)	(3.0, 11407.0)	(4.0, 16498.5)	(5.0, 20682.0)	(6.0, 23877.0)	(7.0, 26287.0)	(8.0, 28591.5)	(9.0, 31166.5)	(10.0, 33864.5)	(11.0, 36709.5)	(12.0, 39477.0)	(13.0, 42224.0)	(14.0, 45509.0)	(15.0, 49208.5)	(16.0, 53139.0)	(17.0, 57531.0)	(18.0, 62714.5)	(19.0, 69457.0)	(20.0, 77495.5)	(21.0, 87834.5)	(22.0, 102268.5)	(23.0, 121725.0)	(24.0, 146605.0)	(25.0, 176133.0)	(26.0, 210958.0)	(27.0, 251854.0)	(28.0, 298852.0)	(29.0, 349855.0)	(30.0, 403176.0)	(31.0, 456134.0)	(32.0, 508824.5)	(33.0, 564060.5)	(34.0, 618625.5)	(35.0, 679009.0)	(36.0, 739085.0)	(37.0, 797216.0)	(38.0, 852928.5)	(39.0, 899938.5)	(40.0, 942796.0)	(41.0, 1054926.5)	(42.0, 1080067.5)	(43.0, 1028733.0)	(44.0, 1055376.0)	(45.0, 1107949.5)	(46.0, 1162805.0)	(47.0, 1194877.0)	(48.0, 1132416.0)	(49.0, 1148637.5)	(50.0, 1160390.0)	(51.0, 1104551.0)	(52.0, 1101245.5)	(53.0, 1096501.0)	(54.0, 1068373.5)	(55.0, 1024468.5)	(56.0, 964436.5)	(57.0, 884706.5)	(58.0, 867117.0)	(59.0, 881982.5)	(60.0, 911179.5)	(61.0, 975858.5)	(62.0, 1004573.0)	(63.0, 976609.5)	(64.0, 981031.0)	(65.0, 841180.0)	(66.0, 618912.5)	(67.0, 480919.5)	(68.0, 396928.5)	(69.0, 323196.5)	(70.0, 247330.0)	(71.0, 197837.5)	(72.0, 166695.5)	(73.0, 140707.0)	(74.0, 111454.5)	(75.0, 87883.0)	(76.0, 72226.0)	(77.0, 62956.5)	(78.0, 59740.5)	(79.0, 53759.5)	(80.0, 50073.5)	(81.0, 49028.5)	(82.0, 60358.5)	(83.0, 54513.0)	(84.0, 28169.0)	(85.0, 17889.5)	(86.0, 14207.0)	(87.0, 11546.0)	(88.0, 9582.0)	(89.0, 9117.0)	(90.0, 8749.5)	(91.0, 8586.5)	(92.0, 8720.5)	(93.0, 9024.0)	(94.0, 9586.0)	(95.0, 10342.5)	(96.0, 11582.0)	(97.0, 13661.0)	(98.0, 17457.0)	(99.0, 27240.0)	(100.0, 163563.0)
DRR456177_1	(0.0, 14066.0)	(1.0, 9811.0)	(2.0, 5397.0)	(3.0, 5264.5)	(4.0, 5315.0)	(5.0, 4974.0)	(6.0, 4126.0)	(7.0, 3462.0)	(8.0, 3109.0)	(9.0, 2796.0)	(10.0, 2591.0)	(11.0, 2445.0)	(12.0, 2397.5)	(13.0, 2470.0)	(14.0, 2762.0)	(15.0, 3431.5)	(16.0, 4525.5)	(17.0, 6178.5)	(18.0, 8861.5)	(19.0, 13168.5)	(20.0, 19771.5)	(21.0, 30005.0)	(22.0, 44823.0)	(23.0, 64255.5)	(24.0, 93235.5)	(25.0, 127817.5)	(26.0, 168673.0)	(27.0, 220333.5)	(28.0, 279514.0)	(29.0, 345476.0)	(30.0, 417396.5)	(31.0, 490872.5)	(32.0, 562657.0)	(33.0, 630238.0)	(34.0, 701146.0)	(35.0, 775344.5)	(36.0, 848127.5)	(37.0, 925152.5)	(38.0, 992029.5)	(39.0, 1045139.5)	(40.0, 1098953.5)	(41.0, 1218684.0)	(42.0, 1245975.0)	(43.0, 1195536.0)	(44.0, 1199656.0)	(45.0, 1238674.0)	(46.0, 1299702.0)	(47.0, 1326539.0)	(48.0, 1249017.0)	(49.0, 1303363.0)	(50.0, 1355193.0)	(51.0, 1318679.5)	(52.0, 1316157.5)	(53.0, 1222872.0)	(54.0, 1117466.0)	(55.0, 1064583.5)	(56.0, 1006014.0)	(57.0, 954986.0)	(58.0, 956333.5)	(59.0, 926387.5)	(60.0, 928384.5)	(61.0, 968388.0)	(62.0, 924103.5)	(63.0, 863540.0)	(64.0, 770145.0)	(65.0, 584703.0)	(66.0, 467712.5)	(67.0, 400131.0)	(68.0, 356940.0)	(69.0, 277692.5)	(70.0, 190270.5)	(71.0, 141942.0)	(72.0, 119169.5)	(73.0, 89521.0)	(74.0, 53128.5)	(75.0, 47355.5)	(76.0, 39817.0)	(77.0, 28999.5)	(78.0, 26971.0)	(79.0, 25113.0)	(80.0, 24113.5)	(81.0, 26063.5)	(82.0, 40133.5)	(83.0, 37738.0)	(84.0, 20338.0)	(85.0, 11289.0)	(86.0, 3453.5)	(87.0, 1671.5)	(88.0, 595.0)	(89.0, 249.5)	(90.0, 158.0)	(91.0, 90.0)	(92.0, 64.0)	(93.0, 54.5)	(94.0, 53.5)	(95.0, 68.5)	(96.0, 119.5)	(97.0, 238.0)	(98.0, 509.0)	(99.0, 409.5)	(100.0, 72.0)
DRR456177_2	(0.0, 4860.0)	(1.0, 4734.0)	(2.0, 6906.5)	(3.0, 11919.0)	(4.0, 16768.5)	(5.0, 20416.0)	(6.0, 23164.0)	(7.0, 25645.5)	(8.0, 28389.5)	(9.0, 31142.0)	(10.0, 34010.5)	(11.0, 37510.0)	(12.0, 41163.0)	(13.0, 44669.0)	(14.0, 48451.5)	(15.0, 52939.0)	(16.0, 57489.0)	(17.0, 62472.5)	(18.0, 68642.0)	(19.0, 75734.5)	(20.0, 84925.5)	(21.0, 97695.0)	(22.0, 114416.5)	(23.0, 136955.0)	(24.0, 164506.0)	(25.0, 197367.0)	(26.0, 237744.5)	(27.0, 285610.5)	(28.0, 339996.5)	(29.0, 398311.0)	(30.0, 460169.5)	(31.0, 523240.0)	(32.0, 584430.0)	(33.0, 646885.5)	(34.0, 709856.5)	(35.0, 776411.0)	(36.0, 844341.0)	(37.0, 908284.0)	(38.0, 965763.5)	(39.0, 1013855.0)	(40.0, 1057193.0)	(41.0, 1156597.0)	(42.0, 1174296.5)	(43.0, 1123417.0)	(44.0, 1137344.5)	(45.0, 1175803.5)	(46.0, 1218390.0)	(47.0, 1233140.5)	(48.0, 1174596.5)	(49.0, 1217932.5)	(50.0, 1230903.0)	(51.0, 1159385.5)	(52.0, 1131589.5)	(53.0, 1097975.5)	(54.0, 1053781.0)	(55.0, 1007072.5)	(56.0, 947795.0)	(57.0, 860722.5)	(58.0, 834160.5)	(59.0, 833983.0)	(60.0, 843465.5)	(61.0, 877684.0)	(62.0, 893770.0)	(63.0, 863512.0)	(64.0, 845430.5)	(65.0, 720080.0)	(66.0, 537720.5)	(67.0, 419255.5)	(68.0, 341145.5)	(69.0, 271471.5)	(70.0, 202413.0)	(71.0, 156439.5)	(72.0, 125704.5)	(73.0, 101771.0)	(74.0, 77082.5)	(75.0, 57807.0)	(76.0, 45160.0)	(77.0, 37942.5)	(78.0, 35773.0)	(79.0, 33668.5)	(80.0, 33524.0)	(81.0, 34286.0)	(82.0, 46010.0)	(83.0, 42280.0)	(84.0, 20280.0)	(85.0, 11485.5)	(86.0, 7934.0)	(87.0, 6234.5)	(88.0, 5225.0)	(89.0, 4956.5)	(90.0, 5003.0)	(91.0, 5200.0)	(92.0, 5444.5)	(93.0, 5810.0)	(94.0, 6256.5)	(95.0, 6929.0)	(96.0, 7917.0)	(97.0, 9540.0)	(98.0, 12445.0)	(99.0, 18870.5)	(100.0, 92892.5)
DRR456178_1	(0.0, 18902.0)	(1.0, 12398.5)	(2.0, 5708.0)	(3.0, 5649.5)	(4.0, 5829.0)	(5.0, 5526.5)	(6.0, 4561.0)	(7.0, 3767.5)	(8.0, 3410.5)	(9.0, 3011.0)	(10.0, 2702.0)	(11.0, 2488.0)	(12.0, 2418.5)	(13.0, 2400.0)	(14.0, 2403.0)	(15.0, 2705.5)	(16.0, 3157.0)	(17.0, 3804.0)	(18.0, 5123.5)	(19.0, 7304.5)	(20.0, 11281.0)	(21.0, 17780.0)	(22.0, 27490.0)	(23.0, 41292.5)	(24.0, 63260.5)	(25.0, 91537.5)	(26.0, 126061.5)	(27.0, 169929.0)	(28.0, 222167.5)	(29.0, 281447.5)	(30.0, 347182.0)	(31.0, 417334.5)	(32.0, 487767.5)	(33.0, 554681.5)	(34.0, 625496.0)	(35.0, 696614.0)	(36.0, 766691.0)	(37.0, 841163.0)	(38.0, 907114.0)	(39.0, 965658.5)	(40.0, 1025746.0)	(41.0, 1158811.0)	(42.0, 1194973.0)	(43.0, 1150780.5)	(44.0, 1178072.5)	(45.0, 1235608.0)	(46.0, 1316370.0)	(47.0, 1355626.0)	(48.0, 1269305.0)	(49.0, 1277898.0)	(50.0, 1309648.5)	(51.0, 1302632.5)	(52.0, 1319399.0)	(53.0, 1254197.0)	(54.0, 1173341.0)	(55.0, 1127886.0)	(56.0, 1073042.5)	(57.0, 1022401.0)	(58.0, 1036504.0)	(59.0, 1035046.5)	(60.0, 1054398.5)	(61.0, 1118208.5)	(62.0, 1096761.5)	(63.0, 1048978.0)	(64.0, 945593.5)	(65.0, 722209.0)	(66.0, 568842.5)	(67.0, 485498.5)	(68.0, 443576.0)	(69.0, 355879.0)	(70.0, 251962.0)	(71.0, 195174.5)	(72.0, 165725.0)	(73.0, 128522.5)	(74.0, 89555.5)	(75.0, 85192.0)	(76.0, 74606.0)	(77.0, 55285.0)	(78.0, 50024.0)	(79.0, 44452.5)	(80.0, 40337.5)	(81.0, 42961.5)	(82.0, 64898.0)	(83.0, 60043.5)	(84.0, 32548.0)	(85.0, 19438.0)	(86.0, 8335.0)	(87.0, 4634.5)	(88.0, 1254.5)	(89.0, 362.5)	(90.0, 184.0)	(91.0, 91.0)	(92.0, 57.0)	(93.0, 44.5)	(94.0, 40.0)	(95.0, 34.5)	(96.0, 32.5)	(97.0, 27.5)	(98.0, 41.5)	(99.0, 46.0)	(100.0, 25.5)
DRR456178_2	(0.0, 5162.0)	(1.0, 4680.5)	(2.0, 6067.5)	(3.0, 10328.5)	(4.0, 14955.0)	(5.0, 18639.0)	(6.0, 21149.5)	(7.0, 23197.5)	(8.0, 24992.0)	(9.0, 26764.5)	(10.0, 28450.5)	(11.0, 30245.5)	(12.0, 32224.0)	(13.0, 34199.5)	(14.0, 36561.5)	(15.0, 38893.5)	(16.0, 41458.0)	(17.0, 44568.5)	(18.0, 48397.5)	(19.0, 53259.0)	(20.0, 59535.5)	(21.0, 68613.5)	(22.0, 81472.5)	(23.0, 99580.5)	(24.0, 123310.5)	(25.0, 154348.5)	(26.0, 191300.0)	(27.0, 234305.0)	(28.0, 285511.5)	(29.0, 341678.0)	(30.0, 400005.5)	(31.0, 458943.5)	(32.0, 517601.5)	(33.0, 578772.5)	(34.0, 639547.5)	(35.0, 703340.0)	(36.0, 766396.5)	(37.0, 827010.0)	(38.0, 887538.5)	(39.0, 940280.5)	(40.0, 986540.0)	(41.0, 1104297.5)	(42.0, 1129552.5)	(43.0, 1071287.5)	(44.0, 1102474.5)	(45.0, 1159131.0)	(46.0, 1216680.5)	(47.0, 1246966.5)	(48.0, 1175187.0)	(49.0, 1175216.5)	(50.0, 1179255.0)	(51.0, 1127098.5)	(52.0, 1124200.5)	(53.0, 1126567.5)	(54.0, 1099562.5)	(55.0, 1053976.0)	(56.0, 1004253.0)	(57.0, 930617.0)	(58.0, 910131.5)	(59.0, 921740.5)	(60.0, 948044.0)	(61.0, 1009810.0)	(62.0, 1037551.0)	(63.0, 1010871.5)	(64.0, 1005370.5)	(65.0, 879914.0)	(66.0, 667623.5)	(67.0, 515000.5)	(68.0, 427355.5)	(69.0, 351558.5)	(70.0, 274313.5)	(71.0, 221632.0)	(72.0, 185426.0)	(73.0, 158368.5)	(74.0, 129774.0)	(75.0, 104267.5)	(76.0, 87606.5)	(77.0, 78597.5)	(78.0, 75209.5)	(79.0, 68001.5)	(80.0, 64177.5)	(81.0, 63912.0)	(82.0, 79301.0)	(83.0, 72835.0)	(84.0, 39638.5)	(85.0, 26494.0)	(86.0, 21081.0)	(87.0, 16393.0)	(88.0, 12977.0)	(89.0, 11972.5)	(90.0, 11507.0)	(91.0, 11181.0)	(92.0, 10875.5)	(93.0, 10797.5)	(94.0, 10870.0)	(95.0, 11269.5)	(96.0, 12103.0)	(97.0, 13548.5)	(98.0, 16601.5)	(99.0, 25006.0)	(100.0, 160175.0)
DRR456179_1	(0.0, 20637.0)	(1.0, 13207.5)	(2.0, 5459.0)	(3.0, 5189.5)	(4.0, 5254.5)	(5.0, 4882.5)	(6.0, 4097.0)	(7.0, 3496.0)	(8.0, 3083.5)	(9.0, 2689.0)	(10.0, 2406.5)	(11.0, 2246.5)	(12.0, 2173.0)	(13.0, 2159.0)	(14.0, 2110.5)	(15.0, 2212.5)	(16.0, 2628.5)	(17.0, 3302.5)	(18.0, 4344.5)	(19.0, 6174.5)	(20.0, 9431.0)	(21.0, 14610.5)	(22.0, 22761.5)	(23.0, 34500.0)	(24.0, 53363.5)	(25.0, 77023.0)	(26.0, 105341.5)	(27.0, 142710.5)	(28.0, 187543.0)	(29.0, 236909.5)	(30.0, 292634.0)	(31.0, 352908.5)	(32.0, 411776.5)	(33.0, 467891.5)	(34.0, 529962.5)	(35.0, 592430.0)	(36.0, 653929.0)	(37.0, 721922.5)	(38.0, 783690.5)	(39.0, 837759.5)	(40.0, 893777.5)	(41.0, 1034156.0)	(42.0, 1073393.0)	(43.0, 1026420.0)	(44.0, 1057545.0)	(45.0, 1126130.0)	(46.0, 1219317.0)	(47.0, 1273682.5)	(48.0, 1189438.0)	(49.0, 1195765.5)	(50.0, 1223885.0)	(51.0, 1200291.5)	(52.0, 1217873.5)	(53.0, 1177760.5)	(54.0, 1115136.5)	(55.0, 1073292.0)	(56.0, 1021048.5)	(57.0, 966074.0)	(58.0, 976275.0)	(59.0, 970851.5)	(60.0, 989922.5)	(61.0, 1046545.5)	(62.0, 1026137.5)	(63.0, 984033.0)	(64.0, 894975.5)	(65.0, 696163.5)	(66.0, 553240.5)	(67.0, 474994.0)	(68.0, 433598.5)	(69.0, 351578.0)	(70.0, 254242.5)	(71.0, 197155.5)	(72.0, 168338.5)	(73.0, 131695.5)	(74.0, 91981.5)	(75.0, 88147.0)	(76.0, 77459.0)	(77.0, 57149.0)	(78.0, 50421.5)	(79.0, 43508.0)	(80.0, 38256.0)	(81.0, 40540.0)	(82.0, 62604.5)	(83.0, 58960.5)	(84.0, 33501.5)	(85.0, 20999.0)	(86.0, 10101.5)	(87.0, 5863.0)	(88.0, 1468.0)	(89.0, 401.0)	(90.0, 198.0)	(91.0, 114.0)	(92.0, 76.5)	(93.0, 52.5)	(94.0, 44.0)	(95.0, 31.0)	(96.0, 27.5)	(97.0, 28.0)	(98.0, 44.0)	(99.0, 51.0)	(100.0, 26.5)
