"PC1","PC2","group","condition","name"
-3.49985896561667,-2.9184961511571,"nsp13","nsp13","SRR21170613"
2.71220211159972,-0.761628542885404,"vector","vector","SRR21170614"
1.53787698692391,0.0936982645477834,"vector","vector","SRR21170615"
3.38477797988743,0.708518044363326,"vector","vector","SRR21170616"
-1.05923507344344,-0.912034371762415,"nsp13","nsp13","SRR21170617"
-3.07576303935095,3.7899427568938,"nsp13","nsp13","SRR21170618"
