UniqueCount	AmbigCount
0	0
0	0
0	6
0	6
0	6
0	6
0	6
0	0
0	6
0	5
0	5
0	5
0	5
0	5
0	6
0	5
0	649
0	618
0	545
0	470
0	667
0	635
0	598
0	607
0	636
0	627
0	584
0	597
0	602
0	639
0	603
1	512
0	588
0	641
0	572
0	547
0	602
0	561
0	616
0	605
3	541
0	523
0	568
0	582
0	515
0	593
0	608
0	437
0	608
0	517
0	403
0	429
0	489
0	559
0	494
0	605
0	619
0	463
0	605
0	378
0	479
0	657
0	565
0	534
0	582
0	504
0	587
0	572
0	599
0	531
0	530
0	561
0	587
0	564
0	570
0	604
0	555
0	524
0	541
0	602
0	7
0	6
0	11
0	9
0	9
0	6
0	10
0	1
0	16
0	14
0	4
0	16
0	5
0	5
0	4
0	4
0	5
0	15
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
20	36
0	33
8	38
3	19
0	76
1	40
0	98
49	98
4	1574
0	1381
0	1317
0	1510
6	0
0	56
0	56
0	57
2	56
0	50
0	52
0	56
1	56
0	56
0	56
0	55
0	51
0	52
0	56
0	51
0	60
0	52
0	52
0	50
0	55
0	54
0	52
0	56
0	55
0	56
0	55
0	56
0	51
1	52
0	51
0	55
0	54
0	56
0	56
0	56
0	55
0	54
0	30
0	12
0	15
0	11
0	11
0	11
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1336
3	829
0	1333
4	1018
0	1328
0	1330
1	1336
0	1015
0	1174
0	1344
0	1330
0	1235
0	1116
0	1476
1	1238
0	988
0	758
1	194
212	0
17	0
0	356
2	364
1	355
0	362
0	402
0	358
0	362
0	357
0	362
0	356
0	363
0	299
0	333
0	365
0	362
0	292
1	293
0	291
1	237
2	239
0	176
2	173
0	156
0	91
0	11
0	32
0	25
0	39
2	3
0	7
0	5
0	5
0	2
0	5
0	5
0	0
0	5
0	0
0	185
0	186
0	179
0	190
0	190
0	176
0	196
0	189
0	155
0	155
0	162
0	150
0	157
0	121
0	141
0	101
0	91
0	12
0	199
3	209
2	154
8	109
0	388
0	388
0	319
0	351
0	320
0	426
0	349
0	319
0	378
3	292
0	388
0	319
0	282
0	282
0	331
0	342
0	282
0	83
0	68
2	45
0	36
0	69
0	56
0	56
11	66
0	27
0	12
0	11
1	3
0	1
0	237
0	235
46	237
0	235
0	223
0	228
0	231
0	227
0	9
0	0
0	185
0	179
0	185
0	181
0	166
0	178
0	170
0	173
0	17
0	33
0	96
3	89
0	108
