UniqueCount	AmbigCount
0	0
0	0
1	8
0	8
0	8
0	8
1	6
0	0
0	8
0	5
0	5
0	6
0	5
0	3
0	3
0	5
2	1584
0	1515
0	1419
0	1110
0	1584
0	1455
0	1481
0	1503
0	1501
0	1478
0	1471
0	1437
0	1337
0	1504
0	1469
1	1322
0	1498
0	1394
0	1487
0	1415
0	1488
0	1380
1	1500
0	1542
0	1439
0	1368
0	1392
0	1417
0	1386
0	1532
0	1448
0	1183
0	1477
0	1338
0	1016
0	1132
0	1306
0	1410
0	1369
0	992
0	1368
0	1284
0	1502
0	906
0	1263
0	1498
0	1476
0	1442
7	1488
0	1314
0	1408
0	1459
0	1504
0	1407
0	1392
2	1326
0	1472
0	1421
1	1492
3	1481
0	1374
0	1276
0	1437
0	1453
0	230
0	255
0	247
0	212
11	231
0	238
0	228
7	59
0	10
0	10
0	6
0	8
0	6
0	9
0	10
0	7
0	7
2	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
52	191
0	164
40	171
4	117
0	145
0	89
44	152
9	152
0	8521
0	8113
0	7552
1	7956
1	0
0	265
0	264
0	256
13	265
0	255
0	267
0	264
0	292
0	265
2	263
0	246
0	253
0	231
0	262
0	228
0	274
0	82
0	271
0	252
0	247
0	271
0	277
0	263
0	241
0	262
0	242
1	263
0	255
0	250
0	263
0	250
0	251
0	262
0	262
0	263
0	246
0	236
1	187
19	86
2	91
0	67
0	74
0	81
0	31
0	18
0	25
0	10
0	3
0	5
0	5
0	5
0	4
0	1
0	6
0	6
0	5
0	6
2	5
0	3
0	0
0	1
0	1
0	0
0	0
0	2
0	1
0	1
0	1
0	2
0	0
0	1
0	1
0	1
0	0
0	0
10	3108
3	2205
0	3098
2	1090
0	3074
0	3123
19	3128
0	2662
0	2949
0	3085
0	3076
0	2996
0	2629
0	3357
9	3009
4	2518
0	1799
7	853
687	2
13	0
15	1011
0	1044
1	975
0	1022
0	1086
0	1014
0	1022
0	981
0	1044
0	1011
0	1041
0	911
0	923
0	378
0	1022
0	804
13	833
2	798
1	577
0	568
0	539
0	496
0	435
0	362
0	76
0	176
0	124
1	132
0	20
0	52
0	32
0	39
0	28
9	41
0	41
0	2
0	37
2	10
9	2094
0	1906
2	1094
24	2174
0	2109
0	1928
0	2204
0	2130
0	1938
0	1846
2	1835
0	1764
0	1798
0	1633
1	1752
0	1370
0	1306
0	236
0	266
3	272
3	243
2	133
0	1411
0	1404
0	1052
0	1349
0	1315
0	1488
0	1336
0	1062
1	1329
6	780
0	1400
1	1070
0	1205
0	912
0	767
0	1207
0	944
0	297
18	435
9	303
0	274
0	408
0	348
0	351
5	296
0	208
8	98
